weekday,weekday_ko,rank,webtoon_title,webtoon_url,webtoon_title_id,collected_at_kst,webtoon_author,adult_or_login_required,author_collect_status,serial_weekday_text,serial_weekdays,weekday_list,series_search_rank,series_title,series_title_raw,series_episode_info,series_total_episode_count,series_completion_status,series_author,series_url,series_product_no,series_result_text,is_compilation,has_total_episode_info,match_score,match_reason,match_status,selected_rule,checked_candidate_count,series_download_text,series_download_count,download_status,mapping_source,needs_series_recheck,series_author_raw,mapping_updated_at_kst
tue,화,34,성검전설,https://comic.naver.com/webtoon/list?titleId=814356&tab=tue,814356,2026-06-19 02:28:06,최다킬,False,ok,연재,tue,tue,1.0,성검전설,성검전설 (총 117화/미완결),총 117화/미완결,117.0,미완결,평점 9.9 | 최다킬 최다킬 | 2026.06.08. | 총117화/미완결 | 114화 무료,https://series.naver.com/comic/detail.series?productNo=10082049,10082049,"성검전설 (총 117화/미완결)
평점
9.9 | 최다킬 최다킬 | 2026.06.08. | 총117화/미완결 | 114화 무료
마왕을 쓰러뜨릴 단 하나의 무구.성검.을 잃어버린 용사...성검을 되찾을 때까지 용사는 찾고 또 찾는다.10년, 20년, 30년... 용의 둥지부터 정령왕의 은신처까지용사는 오늘도 성검을 찾는다.성검을 잃어버린 용사는쥰내 쪽팔리..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,307.7만,3077000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,35,분신,https://comic.naver.com/webtoon/list?titleId=845407&tab=tue,845407,2026-06-19 02:28:06,,True,login_or_adult_required,,tue,tue,1,분신으로 자동사냥 [독점],분신으로 자동사냥 [독점] (총 176화/완결),총 176화/완결,176.0,완결,평점 9.7 | 차씨 오팔 | 2025.12.27. | 총176화/완결 | 7화 무료,https://series.naver.com/comic/detail.series?productNo=8833786,8833786,"분신으로 자동사냥 [독점] (총 176화/완결)
평점
9.7 | 차씨 오팔 | 2025.12.27. | 총176화/완결 | 7화 무료
일해야 하고, 공부도 해야 하고, 밥도 먹어야 하고.‘왜 사람은 한 번에 한 가지 일밖에 못 하는 걸까.’상우는 항상 자신의 몸이 두 개였으면 좋겠다고 생각했다...그랬더니 몸이 두 개가 되었다.",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,"1,022만",10220000,ok,searched_series,False,평점 9.7 | 차씨 오팔 | 2025.12.27. | 총176화/완결 | 7화 무료,2026-06-19 03:32:31
tue,화,36,신과함께 돌아온 기사왕님,https://comic.naver.com/webtoon/list?titleId=809618&tab=tue,809618,2026-06-19 02:28:06,지대공마법소년,False,ok,연재,tue,tue,1.0,신과함께 돌아온 기사왕님[독점],신과함께 돌아온 기사왕님[독점] (총 168화/미완결),총 168화/미완결,168.0,미완결,평점 9.7 | 사람살려. 전천후마검사 | 2026.06.08. | 총168화/미완결 | 160화 무료,https://series.naver.com/comic/detail.series?productNo=9763831,9763831,"신과함께 돌아온 기사왕님[독점] (총 168화/미완결)
평점
9.7 | 사람살려. 전천후마검사 | 2026.06.08. | 총168화/미완결 | 160화 무료
이세계에서 300년동안 악마사냥을 하다 지구로 귀환했다.하지만 나 혼자 오진 않았다.",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,695.6만,6956000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,37,사람의 탈,https://comic.naver.com/webtoon/list?titleId=822198&tab=tue,822198,2026-06-19 02:28:06,우주돌,False,ok,연재,tue,tue,1.0,사람의 탈,사람의 탈 (총 97화/미완결),총 97화/미완결,97.0,미완결,평점 10.0 | 우주돌 우주돌 | 2026.06.08. | 총97화/미완결 | 92화 무료,https://series.naver.com/comic/detail.series?productNo=10809677,10809677,"사람의 탈 (총 97화/미완결)
평점
10.0 | 우주돌 우주돌 | 2026.06.08. | 총97화/미완결 | 92화 무료
탈은 예술, 춤은 무술!천대받는 탈춤광대 ‘봉산’은 스승이 남긴 지도를 따라왕이 되려는 괴물 호랑이 ‘사풍흑호’를 막기 위해전설 속의 '사람의 탈'을 찾아 모험을 떠나게 되는데 …",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,293.1만,2931000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,38,안 멋진 어른 지혜 양,https://comic.naver.com/webtoon/list?titleId=850746&tab=tue,850746,2026-06-19 02:28:06,호리호,False,ok,연재,tue,tue,1.0,안 멋진 어른 지혜 양,안 멋진 어른 지혜 양 (총 8화/미완결),총 8화/미완결,8.0,미완결,평점 10.0 | 호리호 하나 | 2026.06.08. | 총8화/미완결 | 3화 무료,https://series.naver.com/comic/detail.series?productNo=14168924,14168924,"안 멋진 어른 지혜 양 (총 8화/미완결)
평점
10.0 | 호리호 하나 | 2026.06.08. | 총8화/미완결 | 3화 무료
학원 강사로 근무 중인 ‘주연호’4년 전 과외에서 만났던 제자 ‘안지혜’가 180도 달라진 모습으로 돌아왔다!?사정에 못 이겨 얼떨결에 시작하게 된 기 빨리는 동거….성실하고 총명했던 모습은 온데간데없고, 철부지처럼 ..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,11만,110000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,39,약 파는 황태자,https://comic.naver.com/webtoon/list?titleId=818969&tab=tue,818969,2026-06-19 02:28:06,하강호,False,ok,연재,tue,tue,1.0,약 파는 황태자,약 파는 황태자 (총 118화/미완결),총 118화/미완결,118.0,미완결,"평점 9.7 | 문백경, 하강호 히스 | 2026.06.08. | 총118화/미완결 | 113화 무료",https://series.naver.com/comic/detail.series?productNo=10402051,10402051,"약 파는 황태자 (총 118화/미완결)
평점
9.7 | 문백경, 하강호 히스 | 2026.06.08. | 총118화/미완결 | 113화 무료
내가 황태자라고? 소설 속 병약요절한 그 황태자?그런데 나, 한의사인데?어쩔 수 없다.체질개선, 원기회복, 자양강장, 활력증진까지.이제부터 내 몸은 내가 챙긴다.",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,285.6만,2856000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,40,생활의 참견 2 : 지금은 가족시절,https://comic.naver.com/webtoon/list?titleId=849676&tab=tue,849676,2026-06-19 02:28:06,김양수,False,ok,"화, 금 연재","tue,fri","tue,fri",1.0,생활의 참견 2 : 지금은 가족시절,생활의 참견 2 : 지금은 가족시절 (총 20화/미완결),총 20화/미완결,20.0,미완결,평점 10.0 | 김양수 | 2026.06.08. | 총20화/미완결 | 15화 무료,https://series.naver.com/comic/detail.series?productNo=14011888,14011888,"생활의 참견 2 : 지금은 가족시절 (총 20화/미완결)
평점
10.0 | 김양수 | 2026.06.08. | 총20화/미완결 | 15화 무료
쉽게 지나치는 일상과 지나간 추억 속에서 발견하는 유쾌한 웃음,자라난 아이들과 더욱 강력해진 케미로 그가 돌아왔다!",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,2.4만,24000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,41,결혼사수스캔들,https://comic.naver.com/webtoon/list?titleId=849563&tab=tue,849563,2026-06-19 02:28:06,해수,False,ok,연재,tue,tue,1.0,결혼사수스캔들,결혼사수스캔들 (총 15화/미완결),총 15화/미완결,15.0,미완결,평점 10.0 | 해수 해수 | 2026.06.08. | 총15화/미완결 | 10화 무료,https://series.naver.com/comic/detail.series?productNo=13994863,13994863,"결혼사수스캔들 (총 15화/미완결)
평점
10.0 | 해수 해수 | 2026.06.08. | 총15화/미완결 | 10화 무료
외모, 재력, 지성 뭐 하나 빠지지 않는 재벌집 막내손녀 채은아. 스무 살이 되며 이제 창창한 앞날이 펼쳐진 줄 알았는데- 결혼을 하라고?! 뺏겨버린 카드도, 결혼도 문제지만 왜 하필 상대가 원수 같은 전남친이냐고! 결혼(이..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,45.3만,453000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,42,방랑기사로 살아가는 법,https://comic.naver.com/webtoon/list?titleId=844589&tab=tue,844589,2026-06-19 02:28:06,박준호,False,ok,연재,tue,tue,1.0,방랑기사로 살아가는 법,방랑기사로 살아가는 법 (총 45화/미완결),총 45화/미완결,45.0,미완결,"평점 8.7 | 박준호, 쓰는기계 박준호, JCK, 이서형 | 2026.06.08. | 총45화/미완결 | 30화 무료",https://series.naver.com/comic/detail.series?productNo=13360534,13360534,"방랑기사로 살아가는 법 (총 45화/미완결)
평점
8.7 | 박준호, 글쓰는기계 박준호, JCK, 이서형 | 2026.06.08. | 총45화/미완결 | 30화 무료
불의의 사고로 사망 후 에이츠 가문의 요한 에이츠로 환생한 김요한.귀족으로 태어났으나 요한 에이츠는 가문 내 서열 꼴찌.설상가상으로 이 세계는 무자비한 중세다.""믿을 수 있는 건 오직 자기 자신뿐.""약육강식인 이 세계에서..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,118.1만,1181000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,43,축살,https://comic.naver.com/webtoon/list?titleId=840184&tab=tue,840184,2026-06-19 02:28:06,,True,login_or_adult_required,,tue,tue,1,축살,축살 (총 51화/미완결),총 51화/미완결,51.0,미완결,평점 9.9 | 장성준 장성준 | 2026.05.11. | 총51화/미완결 | 전화 무료,https://series.naver.com/comic/detail.series?productNo=12763164,12763164,"축살 (총 51화/미완결)
평점
9.9 | 장성준 장성준 | 2026.05.11. | 총51화/미완결 | 전화 무료
귀신이 나온다는 이유로 아무도 찾지 않는 버려진 마을이 된 타악리...그곳을 미스테리X파일 제작팀이 관심을 갖고 찾아간다. 그러나 기다리는 것은 당시 사건으로 죽은 귀신과, 염매라는 사악한 주술을 통해 살아 있는 악귀가 ..",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",review_needed,non_compilation_but_download_not_ok,1,,,not_found,searched_series,False,평점 9.9 | 장성준 장성준 | 2026.05.11. | 총51화/미완결 | 전화 무료,2026-06-19 03:32:31
tue,화,44,동생 왔다,https://comic.naver.com/webtoon/list?titleId=851503&tab=tue,851503,2026-06-19 02:28:06,모나,False,ok,"화, 토 연재","tue,sat","tue,sat",1,동생 왔다,동생 왔다 (총 6화/미완결),총 6화/미완결,6.0,미완결,평점 10.0 | 모나 | 2026.06.15. | 총6화/미완결 | 1화 무료,https://series.naver.com/comic/detail.series?productNo=14264185,14264185,"동생 왔다 (총 6화/미완결)
평점
10.0 | 모나 | 2026.06.15. | 총6화/미완결 | 1화 무료
오빠보다 더한 여동생이 나타났다.리얼 자매 이야기, 진짜 동생이 왔다!",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,1.3만,13000,ok,searched_series,False,평점 10.0 | 모나 | 2026.06.15. | 총6화/미완결 | 1화 무료,2026-06-19 03:32:31
tue,화,45,불 빌려드릴까요?,https://comic.naver.com/webtoon/list?titleId=822931&tab=tue,822931,2026-06-19 02:28:06,호진,False,ok,연재,tue,tue,1.0,불 빌려드릴까요?,불 빌려드릴까요? (총 95화/미완결),총 95화/미완결,95.0,미완결,평점 9.9 | 호진 호진 | 2026.06.01. | 총95화/미완결 | 92화 무료,https://series.naver.com/comic/detail.series?productNo=10887174,10887174,"불 빌려드릴까요? (총 95화/미완결)
평점
9.9 | 호진 호진 | 2026.06.01. | 총95화/미완결 | 92화 무료
실은 선생님이 되고 싶지 않았다. 꿈을 접고 선택한 길에 나름의 책임을 다하려는 찰나, ""불 빌려드릴까요?"" 건방진 남학생이 건넨 말.천재적인 재능, 넘쳐나는 재력, 유명세는 덤인 이 건방진 애와 얽히면서 선생으로서의 인생..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,367.8만,3678000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,46,레벨999 고블린,https://comic.naver.com/webtoon/list?titleId=838991&tab=tue,838991,2026-06-19 02:28:06,다피,False,ok,연재,tue,tue,1.0,레벨999 고블린,레벨999 고블린 (총 58화/미완결),총 58화/미완결,58.0,미완결,평점 9.8 | 다피 곰곰 | 2026.06.08. | 총58화/미완결 | 54화 무료,https://series.naver.com/comic/detail.series?productNo=12576493,12576493,"레벨999 고블린 (총 58화/미완결)
평점
9.8 | 다피 곰곰 | 2026.06.08. | 총58화/미완결 | 54화 무료
현실에서도 노가다! 게임에서도 노가다로 생계를 유지하는 주인공 김철수. 드디어 히든 클래스에 전직할 기회를 얻으면서 인생 한방!을 노리는데…! 히든 클래스는 고작 고블린 소환사…?",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,155.1만,1551000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,47,내 남편의 정부에게,https://comic.naver.com/webtoon/list?titleId=817366&tab=tue,817366,2026-06-19 02:28:06,에리카,False,ok,연재,tue,tue,1.0,내 남편의 정부에게 [독점],내 남편의 정부에게 [독점] (총 117화/미완결),총 117화/미완결,117.0,미완결,평점 9.7 | 에리카 댄싱브레인 | 2026.06.08. | 총117화/미완결 | 113화 무료,https://series.naver.com/comic/detail.series?productNo=10253512,10253512,"내 남편의 정부에게 [독점] (총 117화/미완결)
평점
9.7 | 에리카 댄싱브레인 | 2026.06.08. | 총117화/미완결 | 113화 무료
나, 레티시아 비올렛은 남편에게 헌신했지만, 모든 것을 잃었다.그대로 목숨까지 잃을 뻔하던 찰나, 한 남자가 나타난다.그 남자는 완벽한 복수를 이루도록 도와준다는데…""제 복수를 이루어 주겠다는 말… 꼭 지켜 주세요.""날 ..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,459.9만,4599000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,48,사표내고 이계에서 힐링합니다,https://comic.naver.com/webtoon/list?titleId=800726&tab=tue,800726,2026-06-19 02:28:06,덤보,False,ok,연재,tue,tue,1.0,사표내고 이계에서 힐링합니다,사표내고 이계에서 힐링합니다 (총 174화/미완결),총 174화/미완결,174.0,미완결,"평점 9.9 | 딥블랙, 덤보 파란 | 2026.06.08. | 총174화/미완결 | 전화 무료",https://series.naver.com/comic/detail.series?productNo=8905038,8905038,"사표내고 이계에서 힐링합니다 (총 174화/미완결)
평점
9.9 | 딥블랙, 덤보 파란 | 2026.06.08. | 총174화/미완결 | 전화 무료
※매주 화요일 연재평범하지만 행복한 삶을 살던 주인공 이수.5년 전 갑작스레 부모님을 잃고 폐인이 되어 하루하루를 힘겹게 살아간다.숨 막히는 일상에 메말라가던 그때, 다용도실에서 차원문이 열렸다. 가본 적 없는 곳, 무..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,499만,4990000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,49,원주민 공포만화,https://comic.naver.com/webtoon/list?titleId=698918&tab=tue,698918,2026-06-19 02:28:06,원주민,False,ok,연재,tue,tue,1.0,원주민 공포만화,원주민 공포만화 (총 463화/미완결),총 463화/미완결,463.0,미완결,평점 9.7 | 원주민 원주민 | 2026.06.08. | 총463화/미완결 | 460화 무료,https://series.naver.com/comic/detail.series?productNo=3014520,3014520,"원주민 공포만화 (총 463화/미완결)
평점
9.7 | 원주민 원주민 | 2026.06.08. | 총463화/미완결 | 460화 무료
끝까지 방심하지 말 것!당신의 상상을 뛰어넘는 본격 반전 공포 스릴러가 온다!",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,904.1만,9041000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,50,하수전설,https://comic.naver.com/webtoon/list?titleId=850653&tab=tue,850653,2026-06-19 02:28:06,밥푸울,False,ok,연재,tue,tue,2.0,하수전설[독점],하수전설[독점] (총 11화/미완결),총 11화/미완결,11.0,미완결,"평점 9.4 | 밥푸울, 군주 한경찬 | 2026.06.08. | 총11화/미완결 | 5화 무료",https://series.naver.com/comic/detail.series?productNo=14131519,14131519,"하수전설[독점] (총 11화/미완결)
평점
9.4 | 밥푸울, 군주 한경찬 | 2026.06.08. | 총11화/미완결 | 5화 무료
천하제일고수? 아니다.명문정파의 대협? 아니다.무림의 흔하고 소심한 하수 어자서.우연과 오해, 그리고 기연이 겹쳐 무림의 신비고수로 거듭나는데.하수의 마음을 지닌 고수 어자서의 무림생존기.",False,True,140,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_2",matched,first_non_compilation_numeric_download,1,7.7만,77000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,51,주차장,https://comic.naver.com/webtoon/list?titleId=849647&tab=tue,849647,2026-06-19 02:28:06,곽백수,False,ok,연재,tue,tue,1.0,주차장,주차장 (총 17화/미완결),총 17화/미완결,17.0,미완결,평점 10.0 | 곽백수 곽백수 | 2026.06.08. | 총17화/미완결 | 12화 무료,https://series.naver.com/comic/detail.series?productNo=14004952,14004952,"주차장 (총 17화/미완결)
평점
10.0 | 곽백수 곽백수 | 2026.06.08. | 총17화/미완결 | 12화 무료
강남 500평 노지 주차장을 상속을 놓고 벌어지는 주인공 선우와 곽영감의 치열한 심리게임.피 한 방울 안 섞인 선우가 과연 곽영감의 주차장을 상속 받을 수 있을까?",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,13.8만,138000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,52,괴이현상 하나,https://comic.naver.com/webtoon/list?titleId=848549&tab=tue,848549,2026-06-19 02:28:06,머클,False,ok,연재,tue,tue,1.0,괴이현상 하나,괴이현상 하나 (총 20화/미완결),총 20화/미완결,20.0,미완결,평점 9.8 | 머클 곰방 | 2026.06.08. | 총20화/미완결 | 14화 무료,https://series.naver.com/comic/detail.series?productNo=13826718,13826718,"괴이현상 하나 (총 20화/미완결)
평점
9.8 | 머클 곰방 | 2026.06.08. | 총20화/미완결 | 14화 무료
괴이현상 규칙 하나,?̵̡͖̺̮͚̱͚̿͛̋͌̑͡?̢̨̲̤̞͙̟̌̏́̒̔̎̅͌͠͝?̴̰̭̭͉̬͙̲̄̀̐̿͐͋͛͡͠?̧͖͈̮̞̯̯̟̲̒̏̒͘͘͠을 잊지 마세요.괴이현상 규칙 둘,중심부 ?̭͗̒̒̋͒͠..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,35.4만,354000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,53,환생했더니 단종의 보모나인,https://comic.naver.com/webtoon/list?titleId=843921&tab=tue,843921,2026-06-19 02:28:06,비단가리비,False,ok,연재,tue,tue,1.0,환생했더니 단종의 보모나인,환생했더니 단종의 보모나인 (총 39화/미완결),총 39화/미완결,39.0,미완결,"평점 10.0 | 비단가리비, 비단살쮜, 윤인수 트루 | 2026.06.08. | 총39화/미완결 | 32화 무료",https://series.naver.com/comic/detail.series?productNo=13274205,13274205,"환생했더니 단종의 보모나인 (총 39화/미완결)
평점
10.0 | 비단가리비, 비단살쮜, 윤인수 트루 | 2026.06.08. | 총39화/미완결 | 32화 무료
조선의 비극적 왕 단종 곁으로 환생한 여인, 뜻밖에 그의 보모가 되어버린다.역사의 비극을 바꿀 기회 앞에서 그녀는 어린 군주를 지키기 위해권력의 소용돌이에 맞서게 되는데…",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,98.4만,984000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,54,천만청춘,https://comic.naver.com/webtoon/list?titleId=828402&tab=tue,828402,2026-06-19 02:28:07,유월,False,ok,연재,tue,tue,1.0,천만청춘,천만청춘 (총 81화/미완결),총 81화/미완결,81.0,미완결,평점 10.0 | 유월 | 2026.06.08. | 총81화/미완결 | 78화 무료,https://series.naver.com/comic/detail.series?productNo=11389531,11389531,"천만청춘 (총 81화/미완결)
평점
10.0 | 유월 | 2026.06.08. | 총81화/미완결 | 78화 무료
중학교 때 나가는 대회마다 수상해 상금을 쓸어와 '대회의 신'이라는 별명이 붙은 영이.수치스러운 별명이 싫어 고등학교에서는 죽은듯이 공부만 하려고 했으나… 고등학교에 거액의 상금이 걸린 '청춘' 공모전이 등장한다.'청..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,211.9만,2119000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,55,귀공자,https://comic.naver.com/webtoon/list?titleId=831168&tab=tue,831168,2026-06-19 02:28:07,한동우,False,ok,연재,tue,tue,1.0,귀공자,귀공자 (총 91화/미완결),총 91화/미완결,91.0,미완결,평점 9.7 | 한동우 이도희 | 2026.06.04. | 총91화/미완결 | 89화 무료,https://series.naver.com/comic/detail.series?productNo=11582551,11582551,"귀공자 (총 91화/미완결)
평점
9.7 | 한동우 이도희 | 2026.06.04. | 총91화/미완결 | 89화 무료
한국 굴지의 대기업 '천구'의 후계자인 '진태하'. 가족들과의 요트 여행 중 테러범의 습격으로 인해 홀로 살아남는다.'진태하'는 사고가 아닌, 친척들의 권력 암투로 인해 가족들이 살해당한 것임을 알게 되고, 이탈리아 마피아 '..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,221.4만,2214000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,56,원수의 아기를 가졌다,https://comic.naver.com/webtoon/list?titleId=846110&tab=tue,846110,2026-06-19 02:28:07,,True,login_or_adult_required,,tue,tue,1,원수의 아기를 가졌다,원수의 아기를 가졌다 (총 30화/미완결),총 30화/미완결,30.0,미완결,"평점 9.7 | 미니바라기, 안지 이삼 | 2026.06.15. | 총30화/미완결 | 25화 무료",https://series.naver.com/comic/detail.series?productNo=13567690,13567690,"원수의 아기를 가졌다 (총 30화/미완결)
평점
9.7 | 미니바라기, 안지 이삼 | 2026.06.15. | 총30화/미완결 | 25화 무료
서로를 끔찍하게 혐오하는 두 가문 버몬테와 템네스.클로델은 강제 화해를 위한 희생양이 되어 템네스 공작 카이안의 신부가 된다.“템네스의 환영을 받지 못하는 신부로군. 주제를 알고 제 발로 걸어들어오라지.”오랜 반목을 ..",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",review_needed,non_compilation_but_download_not_ok,1,,,not_found,searched_series,False,"평점 9.7 | 미니바라기, 안지 이삼 | 2026.06.15. | 총30화/미완결 | 25화 무료",2026-06-19 03:32:31
tue,화,57,블러드레인 3,https://comic.naver.com/webtoon/list?titleId=845665&tab=tue,845665,2026-06-19 02:28:07,백두,False,ok,연재,tue,tue,1.0,블러드레인 3,블러드레인 3 (총 32화/미완결),총 32화/미완결,32.0,미완결,평점 8.8 | 백두 백두 | 2026.06.08. | 총32화/미완결 | 26화 무료,https://series.naver.com/comic/detail.series?productNo=13503195,13503195,"블러드레인 3 (총 32화/미완결)
평점
8.8 | 백두 백두 | 2026.06.08. | 총32화/미완결 | 26화 무료
한국 느와르 액션의 전설, <블러드레인>의 최종장!대한민국 역대급 폭력 조직 서양의 대보스 '이정우'.긴 우여곡절 끝에 바라던 일상을 찾았지만 균열이 시작됨을 깨닫는다.한편, 마약 범죄 검거를 위하여 투입된 형사 '강혁'은..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,103만,1030000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,58,나만 보는 탑 공략집,https://comic.naver.com/webtoon/list?titleId=823434&tab=tue,823434,2026-06-19 02:28:07,사도,False,ok,연재,tue,tue,1.0,나만 보는 탑 공략집,나만 보는 탑 공략집 (총 123화/미완결),총 123화/미완결,123.0,미완결,"평점 9.5 | 사도, 쾌조 X-NAME | 2026.06.08. | 총123화/미완결 | 114화 무료",https://series.naver.com/comic/detail.series?productNo=10963734,10963734,"나만 보는 탑 공략집 (총 123화/미완결)
평점
9.5 | 사도, 쾌조 X-NAME | 2026.06.08. | 총123화/미완결 | 114화 무료
[당신은 공략집을 사용 하시겠습니까?] 어느 날 찾아온 의문의 메시지, 지구의 종말과 함께 생존 게임이 시작되었다. 서로를 '불신' 하게 하며, '다툼'을 일으키고, '파멸'에 이르기를 유도하는 탑 ···. 나는 결코 흔들리지 ..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,278만,2780000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,59,연우의 순정,https://comic.naver.com/webtoon/list?titleId=752532&tab=tue,752532,2026-06-19 02:28:07,이솔,False,ok,연재,tue,tue,1.0,연우의 순정 [독점],연우의 순정 [독점] (총 225화/미완결),총 225화/미완결,225.0,미완결,평점 10.0 | 이솔 이솔 | 2026.06.08. | 총225화/미완결 | 224화 무료,https://series.naver.com/comic/detail.series?productNo=5483716,5483716,"연우의 순정 [독점] (총 225화/미완결)
평점
10.0 | 이솔 이솔 | 2026.06.08. | 총225화/미완결 | 224화 무료
내가, 널... 좋아해도 될까?여학생으로 오해받을 정도로 여리여리한 외모를 가진 연우.그는 교내 인기스타인 강해솔을 몰래 좋아하고 있다.하지만 낯을 굉장히 많이 가리고 소심한 연우는같은 반인 해솔이에게 말 한 번 붙여본 ..",False,True,145,"title_contains,author_exact_or_contains,bonus_total_episode_info,bonus_rank_1",matched,first_non_compilation_numeric_download,1,598.1만,5981000.0,ok,reused_existing_product_no,False,,2026-06-19 03:32:31
tue,화,60,화분,https://comic.naver.com/webtoon/list?titleId=851671&tab=tue,851671,2026-06-19 02:28:07,,True,login_or_adult_required,,tue,tue,1,화분,화분 (총 5화/미완결),총 5화/미완결,5.0,미완결,평점 10.0 | 쿼시 쿼시 | 2026.06.15. | 총5화/미완결 | 1화 무료,https://series.naver.com/comic/detail.series?productNo=14284647,14284647,"화분 (총 5화/미완결)
평점
10.0 | 쿼시 쿼시 | 2026.06.15. | 총5화/미완결 | 1화 무료
버림받는 것이 무서운 여자와 그런 그녀가 무섭게 느껴지는 남자. 오래된 인연으로 시작된 사랑은 다정함의 얼굴을 한 집착이 되어, 두 사람의 일상과 마음을 서서히 갉아먹어 간다.우리 사랑은, 어디서부터 잘못된거지..?",False,True,105,"title_contains,bonus_total_episode_info,bonus_rank_1",review_needed,non_compilation_but_download_not_ok,1,,,not_found,searched_series,False,평점 10.0 | 쿼시 쿼시 | 2026.06.15. | 총5화/미완결 | 1화 무료,2026-06-19 03:32:31
